category,review_type,rating,consumer,consumer rating,brand_name,review
아우터,1,4.8,"남성, 172cm, 67kg",4,레테르코모,밑단이 딱 떨어지는 느낌이라 조여서 올라오지도 않고 너무 커서 붕 뜨지도 않아서 좋습니다
아우터,1,4.8,"남성, 168cm, 50kg",5,레테르코모,흰색셔츠나 티에 입기 아주좋아요 사이즈도 넉넉해서 편하게 입을수있는거같아요 잘입을게요
아우터,1,4.8,"남성, 168cm, 70kg",5,레테르코모,지금날씨에 입기 딱 좋네요 핏도 갠춘고 시원하기도하고
아우터,1,4.8,"여성, 167cm, 40kg",5,레테르코모,조끼 하나 갖고 싶었는데 기본으로 딱 좋은 것 같네요 !!
아우터,1,4.8,"남성, 178cm, 62kg",5,레테르코모,사이즈 좋고 색도 나쁘진 않네요 흰반팔이랑 잘 어울림
아우터,1,4.8,"남성, 174cm, 83kg",5,레테르코모,"편하게입기좋아요
어깨는좀넓어보이지만편해요"
아우터,1,4.8,"남성, 174cm, 83kg",5,레테르코모,정말 이쁘고 핏이 괜찮은 옷이네요 또 구매할 예정입니다!!
아우터,1,4.8,"남성, 174cm, 83kg",5,레테르코모,정말 이쁘고 핏이 괜찮은 옷이네요 또 구매할 예정입니다!!
아우터,1,4.8,"남성, 174cm, 83kg",5,레테르코모,얇아서 너무 좋아요 오버핏으로 몸에서 떨어져있어서 그런지 많이 덥지도 않네요
아우터,1,4.8,"남성, 174cm, 83kg",5,레테르코모,굿!!! 체감상 기장이 68보다 긴 것 같지만… 기분 탓이겠죠… 근데 좋아요 가을 오면 자주 입을 듯
아우터,1,4.8,"남성, 174cm, 83kg",5,레테르코모,흰색셔츠나 티에 입기 아주좋아요 사이즈도 넉넉해서 편하게 입을수있는거같아요 잘입을게요
아우터,1,4.8,"남성, 174cm, 83kg",5,레테르코모,지금날씨에 입기 딱 좋네요 핏도 갠춘고 시원하기도하고
아우터,1,4.8,"남성, 174cm, 83kg",5,레테르코모,조끼 하나 갖고 싶었는데 기본으로 딱 좋은 것 같네요 !!
아우터,1,4.8,"남성, 174cm, 83kg",5,레테르코모,사이즈 좋고 색도 나쁘진 않네요 흰반팔이랑 잘 어울림
아우터,1,4.8,"남성, 174cm, 83kg",5,레테르코모,길이도 적당하고 품도 넉넉해서 데일리로 많이 입게 되네요. 어떤 옷이랑 입어도 잘 어울리는 것 같아요.
아우터,1,4.9,"남성, 183cm, 85kg",4,엄브로,"봄.여름에 입기 좋을거 같아요.
아노락은 오버핏으로 나온 제품이다 보니 정사이즈 또는 한치수 작게 입어도 될거 같고, 반바지는 정사이즈 그대로 입으면 좋을거 같아요.
등산이나 자전거 탈때 자주 입어야겠습니다."
아우터,1,4.9,"여성, 169cm, 68kg",4,엄브로,크게 입고 싶어서 사이즈업 해서 샀는데 생각보다 많이 커요 정사이즈로 시켜도 될 것 같아요 핏은 예쁘고 두께감도 적당합니다 사이즈 선택만 잘하면 무난하게 오래 입을 수 있어요 !
아우터,1,4.9,"남성, 176cm, 71kg",4,엄브로,"가을에 입기에 좋은 옷 입니다
스트릿패션에 딱이네요"
아우터,1,4.9,"남성, 177cm, 77kg",5,엄브로,"카키그레이 색상 실착용해보면 편안하고 어깨 실루엣이 이쁘게 차르르 떨어져요
오버핏 스타일로 운동갈때 입기가 좋아요
운동룩,동네마실룩으로 추천합니다."
아우터,1,4.9,"남성, 175cm, 70kg",5,엄브로,평소에 L 입는데 100입으니까 딱이네요 오랜만에 흰옷 샀는데 만족 완전 쨍한 흰색은 아니고 살짝 면 재질인듯?!
아우터,1,4.9,"여성, 164cm, 53kg",5,엄브로,색감은 너무 화이트가 아닌 아이보리 색감이구요. 일부러 사이즈 크게 입고 싶어서 105로 주문했는데 오버핏이라 핏이 너무 예뻐요. 레깅스 입으면 엉덩이 가려줘서 좋아요.
아우터,1,4.9,"남성, 171cm, 68kg",5,엄브로,사이즈 95가 제 체형에 딱 적당하고 너무 시원시원해서 봄가을에 입기 좋아요!
아우터,1,4.9,"남성, 166cm, 59kg",5,엄브로,얇아서 어디서나 입기좋고 여름까지도 충분히 가능할듯~
아우터,1,4.9,"남성, 178cm, 67kg",5,엄브로,저스트하게 입으려고 95 샀는데 딱맞고 퀄리티나 실루엣이쁩니다 저스트하게ㅜ사려면 95 여유롭게 입으시려면 100 추천합니다
아우터,1,4.9,"남성, 167cm, 68kg",5,엄브로,"딱 좋아요 지금 입기에 좋아요
갑자기 더워져서 입었더니딱좋더라구요
.. 추가주문한다고 지긍 폭풍검색중^^"
아우터,1,4.9,"남성, 183cm, 85kg",4,엄브로,"카키그레이 색상 실착용해보면 편안하고 어깨 실루엣이 이쁘게 차르르 떨어져요
오버핏 스타일로 운동갈때 입기가 좋아요
운동룩,동네마실룩으로 추천합니다."
아우터,1,4.9,"남성, 183cm, 85kg",4,엄브로,평소에 L 입는데 100입으니까 딱이네요 오랜만에 흰옷 샀는데 만족 완전 쨍한 흰색은 아니고 살짝 면 재질인듯?!
아우터,1,4.9,"남성, 183cm, 85kg",4,엄브로,색감은 너무 화이트가 아닌 아이보리 색감이구요. 일부러 사이즈 크게 입고 싶어서 105로 주문했는데 오버핏이라 핏이 너무 예뻐요. 레깅스 입으면 엉덩이 가려줘서 좋아요.
아우터,1,4.9,"남성, 183cm, 85kg",4,엄브로,사이즈 95가 제 체형에 딱 적당하고 너무 시원시원해서 봄가을에 입기 좋아요!
아우터,1,4.9,"남성, 183cm, 85kg",4,엄브로,얇아서 어디서나 입기좋고 여름까지도 충분히 가능할듯~
아우터,1,4.9,"남성, 183cm, 85kg",4,엄브로,저스트하게 입으려고 95 샀는데 딱맞고 퀄리티나 실루엣이쁩니다 저스트하게ㅜ사려면 95 여유롭게 입으시려면 100 추천합니다
아우터,1,4.9,"남성, 183cm, 85kg",4,엄브로,"딱 좋아요 지금 입기에 좋아요
갑자기 더워져서 입었더니딱좋더라구요
.. 추가주문한다고 지긍 폭풍검색중^^"
아우터,1,4.9,"남성, 183cm, 85kg",4,엄브로,"좀 오버핏인데 105라서 저한테는
그냥 딱맞는듯
110사고팠는데 사이즈가 없네요
핏이 어떤건지
저한테 저스트인지 작은건지
모르겠네요"
아우터,1,4.9,"남성, 183cm, 85kg",4,엄브로,"디자인, 컬러, 핏 다 좋습니다.
여름이 오기전까지 입어보겠습니다.
최고의 셋업"
아우터,1,4.9,"남성, 183cm, 85kg",4,엄브로,"봄.여름에 입기 좋을거 같아요.
아노락은 오버핏으로 나온 제품이다 보니 정사이즈 또는 한치수 작게 입어도 될거 같고, 반바지는 정사이즈 그대로 입으면 좋을거 같아요.
등산이나 자전거 탈때 자주 입어야겠습니다."
아우터,1,4.9,"여성, 155cm, 50kg",3,세터,불량상품을 두번 받아서 정말 오래 기다렸어요 실이 특이한 제품이라 그런지 이번에 받은 상품도 올 늘어지는 부분이 좀 있었는데 코가 빠진건 아니니 안쪽으로 넣어서 입으려구요 ㅠㅠ 예민하신 분들은 주의하셔야할것같아요 크게 입고 싶어서 크게 샀는데 정말 커요 L사이즈 실제로 착용하면 67-70센티쯤 되는거같아요 그래도 옷은 정말 예쁩니다
아우터,1,4.9,"남성, 174cm, 68kg",4,세터,색감 이쁘고 낙낙한 오버핏으로 감성지게 연출하기 좋습니다
아우터,1,4.9,"남성, 174cm, 71kg",4,세터,"좋습니다. 아주조아욘 너무 이뻐요..ㅋㅋ
봄부터 여름초까지 입어볼라구여
생각보다 실물은 녹색끼가 꽤 많이돌아요.
그래도 완죤 이쁘니깐 그냥 구매추천!"
아우터,1,4.9,"남성, 172cm, 58kg",4,세터,솔찍히 제가 어좁이라 큽니다 근데 매우 이뻐요 그 있잖아요 모성애 자극 가능합니다 언능 사세요
아우터,1,4.9,"남성, 167cm, 54kg",4,세터,크게 나온 건 알고 있었는데 어우 어좁인 저에겐 넘 크네여 옷은 ㅇㅖ쁜데 넘 아쉬워요 따흐흑
아우터,1,4.9,"남성, 167cm, 72kg",5,세터,"미디엄도 충분히 크게 나와서 L까지 안가도 되는 느낌이 들었습니다. 메시드 스타일이라 지금부터 초여름날씨까지 충분이 시원하게 입을 수 있습니다.
마감이나 재질은 맘에 듭니다"
아우터,1,4.9,"남성, 173cm, 78kg",5,세터,"오버핏 니트 베스트 입니다
오묘한 색감이 좋습니다
마감이 조금 안좋은부분빼고는 만족합니다"
아우터,1,4.9,"남성, 174cm, 68kg",5,세터,세터 진짜 너무 예쁘네요. 어깨에서 은근히 흘러내리는 오버한 핏과 오묘한 녹색과 민트색 사이의 색이 정말 매력적으로 다가옵니다. 한 여름에는 입기 좀 힘들 거 같으니 요즘 많이 입어두시길…
아우터,1,4.9,"남성, 178cm, 74kg",5,세터,"세터 감성이 느껴지는 베스트네여
오버핏으로 반팔티, 옥스포드 셔츠에 매치가 좋네여
제 스펙에 한사이즈 다운하면 적당히 세미 오버핏 떨어질거 같아 그냥 오버핏으로 L사이즈 샀네여"
아우터,1,4.9,"남성, 175cm, 70kg",5,세터,세터 처음사보는데 디테일이나 핏이나 너무이쁘네요!!만족합니다
아우터,1,4.9,"남성, 184cm, 75kg",5,세터,"미디엄도 충분히 크게 나와서 L까지 안가도 되는 느낌이 들었습니다. 메시드 스타일이라 지금부터 초여름날씨까지 충분이 시원하게 입을 수 있습니다.
마감이나 재질은 맘에 듭니다"
아우터,1,4.9,"남성, 184cm, 75kg",5,세터,"오버핏 니트 베스트 입니다
오묘한 색감이 좋습니다
마감이 조금 안좋은부분빼고는 만족합니다"
아우터,1,4.9,"남성, 184cm, 75kg",5,세터,세터 진짜 너무 예쁘네요. 어깨에서 은근히 흘러내리는 오버한 핏과 오묘한 녹색과 민트색 사이의 색이 정말 매력적으로 다가옵니다. 한 여름에는 입기 좀 힘들 거 같으니 요즘 많이 입어두시길…
아우터,1,4.9,"남성, 184cm, 75kg",5,세터,"세터 감성이 느껴지는 베스트네여
오버핏으로 반팔티, 옥스포드 셔츠에 매치가 좋네여
제 스펙에 한사이즈 다운하면 적당히 세미 오버핏 떨어질거 같아 그냥 오버핏으로 L사이즈 샀네여"
아우터,1,4.9,"남성, 184cm, 75kg",5,세터,세터 처음사보는데 디테일이나 핏이나 너무이쁘네요!!만족합니다
아우터,1,4.9,"남성, 184cm, 75kg",5,세터,추천받아서 구매했습니다 생각보다 좋아서 잘 입고있어요
아우터,1,4.9,"남성, 184cm, 75kg",5,세터,"원단이 어쩜 이럴수가 있죠?

뭔가 블랙펜서 킬몽거 같은 색감에

가볍고 시원한 소재라 여름에 잘 입을것 같아요

저는 너무 루즈한 핏을 싫어해서

180/70 M 사이즈로 갔습니다"
아우터,1,4.9,"남성, 184cm, 75kg",5,세터,사이즈감이 좀 크긴하지만 옷이 이쁘고 색감도 이뻐서 자주 입을거같아요
아우터,1,4.9,"남성, 184cm, 75kg",5,세터,일단 제 키이신 분들 좀 크긴 큽니다 근데 그건 뭐 우리가 작은거지 옷 잘못은 아니니까 5점...ㅠ
아우터,1,4.9,"남성, 184cm, 75kg",5,세터,어깨 사이즈가 작지 않아서 너무 좋음. 핏도 넘 예쁨.
아우터,0,4.8,"남성, 170cm, 60kg",1,와릿이즌,생각보다 작아요 더 큰거 시킬걸 그랬어요 그리고 얇습니다
아우터,0,4.8,"남성, 178cm, 80kg",2,와릿이즌,가격이 비싸서 좋을줄 알았지만 원단 별로 안좋음 디자인 보고 사셈
아우터,0,4.8,"남성, 167cm, 55kg",2,와릿이즌,전투용으로 잘입고다닐게요. 막입기 아주 좋은거 같아요
아우터,1,4.8,"여성, 172cm, 72kg",3,어반디타입,"배송은 빨랐으나 택배가 흙밭에서 굴렀는지 만지자마자 손이 꺼끌하길래 닦아내니 저정도여서 깜놀..ㅋㅋ 덩치가 있는편인데도 많이 크고, 학교체육복st 느낌 때문에 사이즈&색상 선택미스인것같아 약간 후회되지만 운동복은 밝고 박시한맛으로 입어야 좋다고 생각하려고요(여성분들은 웬만하면 1사이즈 추천). 군데군데 마감이 허술하고 내피에 뭐가 묻은채로 배송와서 짜증나지만 이정도 쓰리피스셋업이면 가격대비 혜자인것 같아 그냥 입겠습니다."
아우터,1,4.8,"여성, 156cm, 53kg",4,어반디타입,좋은 가격으로 쓰리피스 맘에 들어요!!! 아임힙스터 너낌!!! 다만 바람 불때 하체가 붕붕해져요ㅋㅋ 바람이 왜이렇게 들어와서 살려고하는지ㅋㅋ
아우터,0,4.7,"남성, 169cm, 67kg",1,트릴리온,"옷에 냄새가 너무나서 몇달동안 입질 못했네요,,
디자인은 낫뱃"
아우터,0,4.7,"남성, 168cm, 68kg",1,트릴리온,핏이 진짜 이상하고 너무 얇아서 셔켓에 가까운듯
아우터,0,4.7,"남성, 170cm, 60kg",2,트릴리온,"어께 개좁아보임
제봉선이 낮아서 그런가..
벗으면 넓어보이는 숨찐컨셉가능"
아우터,0,4.7,"남성, 173cm, 62kg",2,트릴리온,173에 62키로 보통체격인데 클까봐 걱정했는데 약간 오버핏으로 괜찮네요. 단 냄새가 너무 심해요. 한번 빨았는데도 냄새가 너무심해 머리아프네요.두께는 많이 두꺼운 편은 아니구요. 적당해요
아우터,1,4.7,"여성, 153cm, 40kg",3,트릴리온,두께감도 좋고 이쁘긴한데 서비스가 별로였어요 그래도 잘 입고 다녀요
아우터,1,4.7,"남성, 170cm, 55kg",3,트릴리온,배송이 진짜 미칠듯이 느리긴 했는데 만족스럽긴 합니다 근데 주머니에 먼지가 좀 많은 것 같아서 핸드폰 넣지 마세요
아우터,1,4.7,"남성, 174cm, 73kg",3,트릴리온,"어...음..괜찮네요...네...가볍게 입기 좋아요.
언제 구입했던건지 가물가물한데 좋아요"
아우터,1,4.7,"남성, 178cm, 76kg",3,트릴리온,처음에 받았을 때 이딴 브렌드가 있지 라고 생각 했습니다. 옷은 전부 주름 져서 쭈굴쭈글 하고 넥 부분 제봉 퀄리티가 별로여서교환 할려고 했는데 교환 답장도 없어서 그냥 다림질 하고 실밥 제거 하고 제봉 좀 수정해서 입고 있습니다. 소비자 입장 생각 해서 다림질은 좀 해서 보내주셨으면 합니다.
아우터,1,4.7,"남성, 172cm, 62kg",3,트릴리온,검수를 제대로 안 하는게 가장 큰 문제지만 핏이 좋아서 그냥 입어요.
아우터,1,4.7,"남성, 168cm, 74kg",3,트릴리온,사이즈랑 기장은 딱 적당한 거 같구 좀 빳빳해서 착용감이 그리 좋은 거 같지는 않아요. 캐쥬얼보다는 락시크에 좀 더 가까움
아우터,1,4.8,"여성, 168cm, 68kg",5,예일,"키 155 동생 사줬는데 교복 위에 예쁘게 맞아요!!
엉덩이 다 덮고 좀 더 여유있는 기장이에요"
아우터,1,4.8,"남성, 173cm, 72kg",5,예일,나이키 모자에 후드집업에 조거 이렇게 같이 가면 조음
아우터,1,4.8,"남성, 174cm, 58kg",3,예일,생각보다 얇고 몇번 착용하니까 지퍼가 뜯어짐 내구성은 안좋음
아우터,1,4.8,"여성, 170cm, 64kg",5,예일,"교복남방에 평소 면티에 입으니 오버핏으로 스타일좋아요~ 중딩아들 멋쪄요
예일제품 소재 넘 좋아요"
아우터,1,4.8,"여성, 155cm, 55kg",4,예일,간절기용으로 딱이에요 더워지기전에 아주 잘 입고있어요!!
아우터,1,4.8,"여성, 161cm, 50kg",5,예일,모자 사이즈랑 품이 넉넉해서 편하게 입기 좋은 디자인이에요.
아우터,1,4.8,"남성, 166cm, 70kg",5,예일,"또찍기 귀찮아서 양말 후기 재탕함
그래도 괜찮죠?
옷 편해요 집 앞 나갈때 이거 없으면 억장와르르임
왼쪽가슴에 댕댕이 한마리 있는데 얘가 진짜 귀여움"
아우터,1,4.8,"남성, 168cm, 68kg",5,예일,아주 정갈하고 예쁩니다. 예일은 기본 이상 하니 그냥 사시면 됩니다.
아우터,1,4.8,"남성, 180cm, 70kg",5,예일,사이즈 루즈하게 이뻐요 색상도 너무 좋구 잘입고 다녀요
아우터,1,4.8,"남성, 176cm, 86kg",5,예일,사이즈도 잘 나왔고 옷 질감도 좋아요. 두께도 얇지도 두껍지도 않습니다. 깔끔하고 코디하기 좋아요
아우터,1,4.8,"여성, 158cm, 47kg",5,예일,"키 155 동생 사줬는데 교복 위에 예쁘게 맞아요!!
엉덩이 다 덮고 좀 더 여유있는 기장이에요"
아우터,1,4.8,"여성, 158cm, 47kg",5,예일,나이키 모자에 후드집업에 조거 이렇게 같이 가면 조음
아우터,1,4.8,"여성, 158cm, 47kg",5,예일,"교복남방에 평소 면티에 입으니 오버핏으로 스타일좋아요~ 중딩아들 멋쪄요
예일제품 소재 넘 좋아요"
아우터,1,4.8,"여성, 158cm, 47kg",5,예일,모자 사이즈랑 품이 넉넉해서 편하게 입기 좋은 디자인이에요.
아우터,1,4.8,"여성, 158cm, 47kg",5,예일,"또찍기 귀찮아서 양말 후기 재탕함
그래도 괜찮죠?
옷 편해요 집 앞 나갈때 이거 없으면 억장와르르임
왼쪽가슴에 댕댕이 한마리 있는데 얘가 진짜 귀여움"
아우터,1,4.8,"여성, 158cm, 47kg",5,예일,아주 정갈하고 예쁩니다. 예일은 기본 이상 하니 그냥 사시면 됩니다.
아우터,1,4.8,"여성, 158cm, 47kg",5,예일,사이즈 루즈하게 이뻐요 색상도 너무 좋구 잘입고 다녀요
아우터,1,4.8,"여성, 158cm, 47kg",5,예일,사이즈도 잘 나왔고 옷 질감도 좋아요. 두께도 얇지도 두껍지도 않습니다. 깔끔하고 코디하기 좋아요
아우터,1,4.8,"여성, 158cm, 47kg",5,예일,잘산거같아요 잘산거같아요 잘산거같아요 잘산거같아요
아우터,1,4.8,"여성, 158cm, 47kg",5,예일,"도서관다닐때 입는데 너무편해요
지퍼도 불편하지않음"
아우터,1,4.9,"남성, 180cm, 75kg",5,디미트리블랙,이제 곧 여름이라 구매 했는데 옷도 편하고 핏도 너무 예뻐요
아우터,1,4.9,"남성, 184cm, 84kg",5,디미트리블랙,"재질도 시원하고 핏도 좋아요!!
밑위가 길어서 바지가 편하고 이쁘네요ㅎㅎ"
아우터,1,4.9,"남성, 180cm, 90kg",5,디미트리블랙,"상의가 너무딱맞네요
오버핏이였음더좋았을뜻"
아우터,1,4.9,"남성, 180cm, 83kg",5,디미트리블랙,"정핏 입니다

색상 너무 맘에 듭니다

셋업 맛집 인정!!"
아우터,1,4.8,"남성, 178cm, 72kg",3,도프제이슨,사이즈 편하게 맞고 가죽 퀄리티 좋아요. 옷은 이쁩니다. 배송이랑 잔주름이 좀 아쉽네요.
아우터,1,4.8,"남성, 185cm, 76kg",5,도프제이슨,"라이더자켓은 있기에
다른 제품 찾다가 구매했는데 포인트로 입기 너무 좋네요 팔길이 때문에 XL 필수네요
개인적으로 만족합니다"
아우터,1,4.8,"남성, 172cm, 64kg",5,도프제이슨,양가죽이라 부드럽고 가벼워요 사이즈로 고민했는데 넘 예쁘게 잘 맞아서 만족합니다 디테일이 넘 좋아요
아우터,1,4.8,"남성, 174cm, 52kg",5,도프제이슨,보자마자 이뻐서 구매했는데 포인트 주기 좋아서 너무 마음에 들어요
아우터,1,4.8,"남성, 184cm, 68kg",5,도프제이슨,가격대가 조금있어서 고민했는데 입고나니까 전혀 아깝지 않을정도로 이뻣어요 사이즈는 정사이즈 가시면될것같고 안에조금 두꺼운 이너 입어도 괜찮을거같아요
아우터,1,4.8,"남성, 178cm, 69kg",4,내셔널지오그래픽,"일상용으로 입을려고 구매 했는데 좋습니다
검정색도 고민 해봐야겠네요"
아우터,1,4.8,"남성, 178cm, 75kg",5,내셔널지오그래픽,"노스페이스 바람막이는100과 105사이즈 사이가 아매해서 매칭이 어려웠다면, 이 브랜드는 좀 수월하네요..왠지 바지나 안에 입는 티셔츠는 밝은색 계열이 어울릴 듯 하네요.."
아우터,1,4.8,"남성, 176cm, 67kg",5,내셔널지오그래픽,"바람막이치고 적당한 두께감이고, 바스락 거리는 느낌이 좋네요. 사이즈는 오버한 느낌없이 딱 정핏이예요."
아우터,1,4.8,"남성, 183cm, 70kg",5,내셔널지오그래픽,편하게 잘 입고 디자인도 이뻐서 매우 만족입니다
아우터,1,4.8,"남성, 172cm, 68kg",5,내셔널지오그래픽,"팔길이가짧아서100에서 105로교환해써요
105가 품도 적당히좋네요
슬림핏인가봐요"
아우터,1,4.8,"여성, 172cm, 72kg",3,어반디타입,"배송은 빨랐으나 택배가 흙밭에서 굴렀는지 만지자마자 손이 꺼끌하길래 닦아내니 저정도여서 깜놀..ㅋㅋ 덩치가 있는편인데도 많이 크고, 학교체육복st 느낌 때문에 사이즈&색상 선택미스인것같아 약간 후회되지만 운동복은 밝고 박시한맛으로 입어야 좋다고 생각하려고요(여성분들은 웬만하면 1사이즈 추천). 군데군데 마감이 허술하고 내피에 뭐가 묻은채로 배송와서 짜증나지만 이정도 쓰리피스셋업이면 가격대비 혜자인것 같아 그냥 입겠습니다."
아우터,1,4.8,"여성, 156cm, 53kg",4,어반디타입,좋은 가격으로 쓰리피스 맘에 들어요!!! 아임힙스터 너낌!!! 다만 바람 불때 하체가 붕붕해져요ㅋㅋ 바람이 왜이렇게 들어와서 살려고하는지ㅋㅋ
아우터,0,4.9,"남성, 180cm, 83kg",1,엘무드,겨드랑이 마감 불량으로 교환받았음. 교환 제품은 포장이 좀 .. 성의없어보임ㅋㅋ 배송 너무 느림 ㅜ
아우터,0,4.9,"남성, 183cm, 63kg",1,엘무드,검수 잘 하겠다면서요ㅋㅋ 엘무드에서 옷 여태 딱 두 벌 샀는데 둘 다 하자가 심하네요 찢어진걸 왜 자꾸 파세요ㅋㅋ 여긴 살때마다 이모양이네
아우터,0,4.9,"남성, 178cm, 68kg",1,엘무드,핏은 예쁘나 마감은 정말 최악이었습니다.. 촉감은 거칩니다
아우터,0,4.9,"남성, 164cm, 70kg",2,엘무드,"가디건을 포멀하게 입고자 찾던중에 엘무드제품을 골라봤다! 내가 옷 마찰에대한 민감성이 없는 편인줄알았는데 이번기회에 생각이 바뀌엇다!ㅠㅠ

장점으로는

- 소매부분에 단추가있어서 다양하게 스타일이 연출할수있을것같다.
- 크롭한 디자인에 키가 작으신 분들에게 한사이즈 업 해서 입으시면 좋을것같다.
- 특히 단추나 단추구멍 상태가 건강한 부분이 마음에들엇다.

단점이 너무 커ㅠ

-보풀문제는 역시나 ... 소재상 어쩔수 없나보다~특히 넥라인 뒷부분이 제일 심한것같다.
- 개인적으로 이너로 반팔에다 입기 불편함. 소매부분이 많이까슬거리는 편이며 , 암홀이 좁아 한 사이즈 업 추천 ㄱㄱ
- 이 제품은 모든 이너에게 털을 공유한다. 흰 티에다가 많이 묻는 편이다. 해당제품을 세탁해서 이너를 입어도 이너에 이물질이 많이 묻어나온다.

3달간 세탁도해보고 입어본 후기로는 보풀문제는 둘째치고 털 빠짐 현상에 이너가 망가진다 ㅠ손이 가지 않는 편이다..."
아우터,0,4.9,"남성, 181cm, 68kg",2,엘무드,팔끝쪽 실밥 마감이 좀 아쉽네요 근데 핏은 좋아요
아우터,1,4.9,"남성, 178cm, 70kg",3,엘무드,"살짝 크롭하면서 타이트하게 입을려면 46
오버핏 루즈한 느낌 연출할거면 48"
아우터,1,4.9,"남성, 176cm, 70kg",3,엘무드,맨살에 입기엔 까끌거려요. 크롭하게 나와서 핏은 괜찮은거 같습니다.
아우터,1,4.9,"남성, 175cm, 67kg",3,엘무드,"엘무드 오디너리 크롭가디건 블랙
너무 얇지않고 무게감 조금 있고 베이직한 제품 입니다
사이즈는 정사이즈 같아요"
아우터,1,4.9,"남성, 172cm, 67kg",3,엘무드,"주말에 입으려고 일찍 주문했는데 다른 사이즈가 왔음 -> 교환신청 했는데 너무 느림... 이럴거면 환불하고 다시 주문했겠음...
촉감은 살짝 거친편"
아우터,1,4.9,"남성, 173cm, 60kg",3,엘무드,역시 재질 너무 좋구 체형보완까지 굿입니다요 깔별 고고
아우터,1,4.9,"여성, 158cm, 47kg",5,엘무드,"봄가을용이에요 초여름에 입기엔 더워요
핏은 얼추괜찮은데 저랑 비슷하면 한사이즈 작게해도 맞을거같아요
촉감도 무난하니 좋습니다"
아우터,1,4.9,"여성, 158cm, 47kg",5,엘무드,처음에 적당한 무게감과 부드러운 재질로 놀라게 했고 이런 가격에 이렇게 살 수 있는 가디건은 엘무드밖에 없습니다!
아우터,1,4.9,"여성, 158cm, 47kg",5,엘무드,"몸에 핏하게 나와 몸 부각하기 좋네요
한사이즈 작게 주문하심 딱 핏합니다."
아우터,1,4.9,"여성, 158cm, 47kg",5,엘무드,왜 진즉 사지 못했을까요?ㅠㅠ 가성비 최고에요 재구입 또 하고싶습니다
아우터,1,4.9,"여성, 158cm, 47kg",5,엘무드,"봄 내내 전투용 가디건으로 잘 입었어요!!
반팔에 입으면 좀 따가워요!"
아우터,1,4.9,"여성, 158cm, 47kg",5,엘무드,크롭해서 레이어링하기 너무너무 편하고 좋습니다
아우터,1,4.9,"여성, 158cm, 47kg",5,엘무드,"입을따도 좋고
뒤로 둘러서 포인트 주기에도 딱이에요!"
아우터,1,4.9,"여성, 158cm, 47kg",5,엘무드,"역시 가디건은 크롭... 너무 예뻐요
세미오버핏으로 딱 잘 맞네요"
아우터,1,4.9,"여성, 158cm, 47kg",5,엘무드,존예존예임 한번사시고 두번사시고 세번사세요
아우터,1,4.9,"여성, 158cm, 47kg",5,엘무드,길이도 딱이고 넘 마음에 들어서 다른색도 구매하고싶어요!!
아우터,1,4.9,"남성, 178cm, 85kg",5,도프제이슨,생각한 그대로라 딱 좋네요 생각보다 기장은 살짝 짧아서 오히려 좋아요
아우터,1,4.9,"남성, 171cm, 55kg",5,도프제이슨,가성비 좋고 무난하게 코디하기 좋아서 데일리로 입어요
아우터,1,4.9,"남성, 172cm, 67kg",5,도프제이슨,리뷰보니까 좀 클꺼 같아서 m시켰는데 그래도 좀 크네요 그래도 예뻐요
아우터,1,4.9,"남성, 174cm, 75kg",5,도프제이슨,첫 레자자켓 입문 입니다. 미니멀한 디자인으로 어디든 질 어울리네요 가죽 안어울릴까봐 걱정한 저에겐 최고의 선택
아우터,1,4.9,"남성, 184cm, 90kg",5,도프제이슨,제가 원하던 스타일이라 너무 좋아요!̄̈ 첫 싱글레더로 샀는데 사길 잘한 거 같습니다
아우터,1,4.9,"여성, 100cm, 100kg",5,도프제이슨,가볍게 입기 좋네요 날이 더워져서 이제 못 입겠지만 가을에 또 애용해야겠어용 우리 모두 비건레더 입읍시다~~
아우터,1,4.9,"남성, 176cm, 74kg",5,도프제이슨,상품 좋아용 추천드립니다 어느 코디에나 무난하게 입을수 있어요 ㅎㅎ
아우터,1,4.9,"남성, 176cm, 80kg",5,도프제이슨,오버핏이라 가슴이랑 배나온 사람들한데 추천합니다. 안에 티입고 입으닌깐 자연스레 감춰지더라고요
아우터,1,4.9,"남성, 174cm, 68kg",5,도프제이슨,마음에 들어요 색감도 좋고 사이즈도 잘맞습니다
아우터,1,4.9,"남성, 173cm, 64kg",5,도프제이슨,"처음에 M사이즈로 구매했는데 본래 오버핏이라 큰것같아 s로 변경했습니다.
개인적으론 s사이즈에서 오버핏일때 원하던 핏이 나온것 같구여 잘 입고 다니겠습니다.
옷 가볍고 좋습니다."
아우터,1,4.9,"남성, 173cm, 64kg",5,도프제이슨,생각한 그대로라 딱 좋네요 생각보다 기장은 살짝 짧아서 오히려 좋아요
아우터,1,4.9,"남성, 173cm, 64kg",5,도프제이슨,가성비 좋고 무난하게 코디하기 좋아서 데일리로 입어요
아우터,1,4.9,"남성, 173cm, 64kg",5,도프제이슨,리뷰보니까 좀 클꺼 같아서 m시켰는데 그래도 좀 크네요 그래도 예뻐요
아우터,1,4.9,"남성, 173cm, 64kg",5,도프제이슨,첫 레자자켓 입문 입니다. 미니멀한 디자인으로 어디든 질 어울리네요 가죽 안어울릴까봐 걱정한 저에겐 최고의 선택
